bert_precision,bert_recall,bert_f1,rouge1,rouge2,rougel,bleu,meteor
0.8585742115974426,0.8606141209602356,0.8594117164611816,0.4092057499726615,0.17595385279276832,0.2607027585320934,0.12081394623918326,0.2902466039613577
